filename,microscope,cell_line,culture_medium,formation_method,seeding_density,timepoint,biological_rep,technical_rep,magnification,full_path,mask_path,timepoint_hour,seeding_density_num
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B1,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T9_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B3,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T9_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T8_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B3,T8,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T8_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T8_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T7_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B3,T7,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T7_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T7_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T3_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B1,T3,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T3_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T3_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T4_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B1,T4,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T4_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T4_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T8_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B1,T8,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T8_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T8_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T5_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B3,T5,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T5_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T5_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T4_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B2,T4,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T4_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T4_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B1,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T9_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B2_T6_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B2,T6,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B2_T6_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B2_T6_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T6_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B1,T6,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T6_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T6_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B3,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T9_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T5_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B2,T5,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T5_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T5_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T7_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B1,T7,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T7_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T7_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T4_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B1,T4,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T4_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T4_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T6_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B1,T6,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T6_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T6_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B3_T3_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B3,T3,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B3_T3_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B3_T3_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T5_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B3,T5,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T5_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T5_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T2_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B2,T2,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T2_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T2_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B2,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T9_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T1_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B1,T1,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T1_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T1_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T7_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B1,T7,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T7_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T7_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T2_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B2,T2,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T2_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T2_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T4_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B1,T4,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T4_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T4_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T3_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B1,T3,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T3_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T3_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T7_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B2,T7,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T7_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T7_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T3_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B1,T3,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T3_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B1_T3_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B2,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T9_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T1_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B2,T1,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T1_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T1_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T6_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B3,T6,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T6_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B3_T6_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T4_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B2,T4,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T4_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B2_T4_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T10_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B3,T10,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T10_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T10_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T6_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B2,T6,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T6_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T6_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T2_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B1,T2,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T2_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B1_T2_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T1_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B1,T1,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T1_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B1_T1_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T7_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,192h,B3,T7,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T7_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_192h_B3_T7_10x.tiff,192,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T5_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B1,T5,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T5_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T5_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T3_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B2,T3,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T3_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T3_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T8_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B1,T8,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T8_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T8_10x.tiff,48,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B3_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B3,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B3_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B3_T9_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T5_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B2,T5,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T5_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B2_T5_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B3_T10_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,96h,B3,T10,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B3_T10_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_96h_B3_T10_10x.tiff,96,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T4_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,24h,B2,T4,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T4_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_24h_B2_T4_10x.tiff,24,10000
SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T9_10x.ome.tiff,LeicaDMi1_Images,SW837,DMEMLG,LiquidOverlay-Microchip,10000cells,48h,B1,T9,10,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Images/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T9_10x.ome.tiff,/kaggle/input/slimia/LeicaDMi1/LeicaDMi1/Manual segmentations/SW837-DMEMLG/10000_Cells/SW837_DMEMLG_LiquidOverlay-Microchip_10000cells_48h_B1_T9_10x.tiff,48,10000
